STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,23.802,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,3.355,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,28.73,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,18.428,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,9230.561,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,25.683,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,15.67,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,10.498,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,17.344,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,7277.073,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,22.007,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,20.606,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,18.132,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,13.105,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,1343.215,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,8.942,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,11347.765,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,15.44,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,17.325,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,3.576,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,0.746,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,13.191,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,15.54,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,22.629,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,4157.54,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,15.29,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,20.281,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,6.233,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,2787.52,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,10170.526,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,24.059,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,18.421,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,21.918,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,8691.918,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,1.227,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,27.952,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,31.657,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,24.123,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,2.211,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,7998.583,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,30.047,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,5.105,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,0.456,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,15.333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,0.274,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,7180.764,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,19.438,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,21.648,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,12.428,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,3.844,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,26.948,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,25.705,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,1.268,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,4905.799,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,19.422,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,0.709,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,7.679,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,16.785,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2013,,6.006,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,19.749,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,5470.537,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,22.169,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,6700.06,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,12581.635,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2013,,29.438,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,16.625,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2013,,22.968,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2013,,4110.684,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2013,,13.653,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,8724.114,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,2606.064,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,11.803,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,21.591,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,14.875,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2017,,20.212,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,12951.643,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,21.638,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,8843.54,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,16.17,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,17.291,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,16.738,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,15425.862,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,20.713,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,16.433,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,1.044,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,4040.647,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2017,,22.077,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,24.519,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,5582.206,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,13171.413,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,12464.482,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,22.743,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,17.424,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,16.838,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,22.376,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,1903.882,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,2.06,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,0.205,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,4254.271,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,0.053,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,5990.762,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2017,,27.826,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,14.242,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,1.267,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,12.191,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,5968.718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,20.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2017,,19.771,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,22643.964,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,16.495,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,12.786,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,23.006,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,14.807,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2017,,25.188,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,23.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,25.479,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2017,,28.275,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,1.873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,14220.501,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,16.987,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,2273.736,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,13.589,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,5089.269,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,20.697,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,SOCEXP,Social spending,PUB,Public,USD_CAP,US dollars/capita,A,Annual,2017,,10709.934,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,29.405,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,0.107,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,SOCEXP,Social spending,TOTNET,Total net,PC_GDP,% of GDP,A,Annual,2017,,24.008,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,SOCEXP,Social spending,PUB,Public,PC_GDP,% of GDP,A,Annual,2017,,17.518,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,SOCEXP,Social spending,PRIV,Private,PC_GDP,% of GDP,A,Annual,2017,,0.553,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,SOCEXP,Social spending,PUBNET,Public net,PC_GDP,% of GDP,A,Annual,2017,,19.989,,A,,,,,,,
